10.000000 0.000000 
29.212671 0.000000 
51.036575 0.000000 
79.642380 0.000000 
115.060135 0.000000 
157.533829 0.000000 
207.681702 0.000000 
266.637421 0.000000 
336.233856 0.000000 
419.295044 0.000000 
520.134583 0.000000 
644.434570 0.000000 
798.439270 0.000000 
989.247620 0.000000 
1225.654663 0.000000 
1518.557373 0.000000 
1881.457153 0.000000 
2331.081299 0.000000 
2888.155273 0.000000 
3578.356689 0.000000 
4433.500000 0.000000 
5462.363770 0.000000 
6662.325684 0.000000 
8035.842773 0.000038 
9570.589844 0.000269 
11226.786133 0.001138 
12926.385742 0.003448 
14577.565430 0.008112 
16099.639648 0.015910 
17432.328125 0.027400 
18536.439453 0.042906 
19391.402344 0.062612 
19988.656250 0.086604 
20326.033203 0.114849 
20407.171875 0.147203 
20240.941406 0.183430 
19840.867188 0.223205 
19224.539062 0.266128 
18413.054688 0.311739 
17430.414062 0.359524 
16302.958008 0.408928 
15058.785156 0.459367 
13727.170898 0.510241 
12337.988281 0.560939 
10921.129883 0.610858 
9505.928711 0.659408 
8120.580078 0.706027 
6791.559082 0.750191 
5543.046387 0.791425 
4396.345703 0.829314 
3369.304932 0.863516 
2475.738037 0.893770 
1724.846191 0.919912 
1120.637207 0.941881 
661.347656 0.959733 
338.863739 0.973654 
138.141571 0.983966 
36.628494 0.991145 
3.683872 0.995825 
0.000000 0.998815 
