0.000000 0.000000
20.000000 0.000000
38.425343 0.000000
63.647804 0.000000
95.636963 0.000000
134.483307 0.000000
180.584351 0.000000
234.779053 0.000000
298.495789 0.000000
373.971924 0.000000
464.618134 0.000000
575.651001 0.000000
713.218079 0.000000
883.660522 0.000000
1094.834717 0.000000
1356.474609 0.000000
1680.640259 0.000000
2082.273926 0.000000
2579.888672 0.000000
3196.421631 0.000000
3960.291504 0.000000
4906.708496 0.000000
6018.019531 0.000000
7306.631348 0.000000
8765.053711 0.000076
10376.126953 0.000461
12077.446289 0.001815
13775.325195 0.005081
15379.805664 0.011143
16819.474609 0.020678
18045.183594 0.034121
19027.695313 0.051690
19755.109375 0.073534
20222.205078 0.099675
20429.863281 0.130023
20384.480469 0.164384
20097.402344 0.202476
19584.330078 0.243933
18864.750000 0.288323
17961.357422 0.335155
16899.468750 0.383892
15706.447266 0.433963
14411.124023 0.484772
13043.218750 0.535710
11632.758789 0.586168
10209.500977 0.635547
8802.356445 0.683269
7438.803223 0.728786
6144.314941 0.771597
4941.778320 0.811253
3850.913330 0.847375
2887.696533 0.879657
2063.779785 0.907884
1385.912598 0.931940
855.361755 0.951822
467.333588 0.967645
210.393890 0.979663
65.889244 0.988270
7.367743 0.994019
0.000000 0.997630
0.000000 1.000000
