1.000183 0.000000 
3.551486 0.000000 
5.435283 0.000000 
8.080072 0.000000 
11.701460 0.000000 
16.549679 0.000000 
22.909889 0.000000 
31.101789 0.000000 
41.478573 0.000000 
54.425331 0.000000 
70.356972 0.000000 
89.715752 0.000000 
112.968513 0.000000 
140.603760 0.000000 
173.128494 0.000000 
211.065216 0.000000 
254.948685 0.000000 
305.323029 0.000000 
362.738739 0.000000 
427.749939 0.000000 
500.911926 0.000000 
582.778625 0.000000 
673.900513 0.000000 
774.822754 0.000000 
886.083374 0.000000 
1008.211975 0.000000 
1141.728027 0.000000 
1287.140259 0.000000 
1444.945557 0.000000 
1615.628052 0.000000 
1799.658813 0.000000 
1997.495483 0.000000 
2209.581543 0.000000 
2436.347412 0.000000 
2678.208740 0.000000 
2935.567139 0.000000 
3208.811768 0.000000 
3498.316895 0.000000 
3804.444580 0.000000 
4127.543945 0.000000 
4467.951172 0.000000 
4825.991211 0.000000 
5201.977539 0.000000 
5596.213379 0.000000 
6008.956055 0.000000 
6440.339355 0.000000 
6890.392090 0.000000 
7359.097168 0.000000 
7846.390625 0.000000 
8352.163086 0.000000 
8876.381836 0.000000 
9419.547852 0.000000 
9982.881836 0.000000 
10567.804688 0.000000 
11175.575195 0.000004 
11807.088867 0.000019 
12463.617188 0.000053 
13146.725586 0.000115 
13857.742188 0.000211 
14595.671875 0.000369 
15358.294922 0.000621 
16142.962891 0.001007 
16946.695312 0.001567 
17765.841797 0.002349 
18594.984375 0.003421 
19429.207031 0.004843 
20265.333984 0.006660 
21097.400391 0.008945 
21919.947266 0.011764 
22729.744141 0.015164 
23521.314453 0.019214 
24289.775391 0.023975 
25031.716797 0.029496 
25742.595703 0.035837 
26418.423828 0.043052 
27055.837891 0.051189 
27651.292969 0.060300 
28201.363281 0.070435 
28703.044922 0.081637 
29153.533203 0.093952 
29549.738281 0.107427 
29889.357422 0.122101 
30169.763672 0.138017 
30388.595703 0.155215 
30544.017578 0.173729 
30633.347656 0.193604 
30654.937500 0.214876 
30606.626953 0.237580 
30486.572266 0.261755 
30293.054688 0.287434 
30024.099609 0.314658 
29678.312500 0.343455 
29253.685547 0.373865 
28748.957031 0.405919 
28162.314453 0.439653 
27493.169922 0.475067 
26742.845703 0.512066 
25916.183594 0.550435 
25019.710938 0.589926 
24060.394531 0.630320 
23045.921875 0.671393 
21985.115234 0.712903 
20887.208984 0.754610 
19761.898438 0.796269 
18618.927734 0.837647 
17467.992188 0.878516 
16318.392578 0.918666 
15178.933594 0.957904 
14057.742188 0.996058 
12962.140625 1.032977 
11898.546875 1.068539 
10872.554688 1.102638 
9888.687500 1.135196 
8950.722656 1.166157 
8061.281250 1.195485 
7222.484375 1.223164 
6435.355469 1.249197 
5700.578125 1.273597 
5017.867188 1.296396 
4386.835938 1.317633 
3806.261719 1.337358 
3274.992188 1.355624 
2791.238281 1.372496 
2353.250000 1.388036 
1959.171875 1.402311 
1606.503906 1.415392 
1294.003906 1.427339 
1019.023438 1.438226 
780.269531 1.448109 
575.652344 1.457052 
403.718750 1.465114 
263.535156 1.472343 
153.492188 1.478792 
74.199219 1.484492 
24.714844 1.489486 
3.757813 1.493818 
0.000000 1.497630 
